current_status_date,sponsor_role,link,display_number,party,title
1998-11-12,"{'website': '', 'description': ""Representative for Pennsylvania's 15th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 26970, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 407465, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 15, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr2263,H.R. 2263,Democrat,"H.R. 2263 (105th): To authorize and request the President to award the congressional Medal of Honor posthumously to Theodore Roosevelt for his gallant and heroic actions in the attack on San Juan Heights, Cuba, during the Spanish-American War."
1998-10-08,"{'description': 'Senator from Ohio', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'OH', 'startdate': '1995-01-04', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [104, 105, 106], 'enddate': '2001-01-03', 'person': 300033, 'party': 'Republican', 'id': 3966, 'district': None}",https://www.govtrack.us/congress/bills/105/s1379,S. 1379,Republican,S. 1379 (105th): Nazi War Crimes Disclosure Act
1998-11-02,"{'description': 'Senator from Arizona', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class3', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'AZ', 'startdate': '1993-01-05', 'title_long': 'Senator', 'senator_class_label': 'Class 3', 'congress_numbers': [103, 104, 105], 'enddate': '1999-01-03', 'person': 300071, 'party': 'Republican', 'id': 4187, 'district': None}",https://www.govtrack.us/congress/bills/105/s2413,S. 2413,Republican,S. 2413 (105th): An act prohibiting the conveyance of Woodland Lake Park tract in Apache-Sitgreaves National Forest in the State of Arizona unless the conveyance is made to the town of Pinetop-Lakeside or authorized by Act of Congress.
1998-10-27,"{'website': '', 'description': ""Representative for Kentucky's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'KY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 3671, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400431, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr624,H.R. 624,Republican,H.R. 624 (105th): Armored Car Reciprocity Amendments of 1998
1998-07-21,"{'description': 'Senator from Kentucky', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'KY', 'startdate': '1997-01-07', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [105, 106, 107], 'enddate': '2003-01-03', 'person': 300072, 'party': 'Republican', 'id': 4193, 'district': None}",https://www.govtrack.us/congress/bills/105/s2316,S. 2316,Republican,S. 2316 (105th): A bill to require the Secretary of Energy to submit to Congress a plan to ensure that all amounts accrued on the books of the United States Enrichment Corporation for the disposition of depleted uranium hexafluoride will be used to treat 
1998-08-13,"{'website': '', 'description': ""Representative for North Carolina's 3rd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NC', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 1675, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400209, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 3, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr765,H.R. 765,Republican,H.R. 765 (105th): Shackleford Banks Wild Horses Protection Act
1998-10-19,"{'website': '', 'description': ""Representative for Ohio's 19th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'OH', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 1853, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400235, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 19, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr1481,H.R. 1481,Republican,H.R. 1481 (105th): Great Lakes Fish and Wildlife Restoration Act of 1998
1997-06-27,"{'website': '', 'description': ""Representative for Ohio's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'OH', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 2720, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400325, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr956,H.R. 956,Republican,H.R. 956 (105th): Drug-Free Communities Act of 1997
1997-03-19,"{'website': '', 'description': ""Representative for Florida's 8th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'FL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 4953, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400596, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 8, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr924,H.R. 924,Republican,H.R. 924 (105th): Victim Rights Clarification Act of 1997
1998-09-23,"{'description': 'Senator from Alabama', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class3', 'phone': None, 'senator_rank': None, 'extra': {'party_affiliations': [{'party': 'Democrat', 'start': '1993-01-05', 'end': '1994-11-09'}, {'party': 'Republican', 'start': '1994-11-09', 'end': '2005-01-03'}]}, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'AL', 'startdate': '1993-01-05', 'title_long': 'Senator', 'senator_class_label': 'Class 3', 'congress_numbers': [103, 104, 105], 'enddate': '1999-01-03', 'person': 300089, 'party': 'Republican', 'id': 4291, 'district': None}",https://www.govtrack.us/congress/bills/105/s1883,S. 1883,Republican,S. 1883 (105th): Marion National Fish Hatchery and Claude Harris National Aquacultural Research Center Conveyance Act
